Series Code,Topic,Dataset,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Reference period,Aggregation method,Limitations and exceptions,General comments,Source,Statistical concept and methodology,Development relevance
WP14940_4.8,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_4.9,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_4.2,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_4.5,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (% age 25+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (% age 25+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_4.6,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_4.10,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_4.7,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_4.4,2014 Variables,Global Findex,"Used a mobile phone to pay utility bills, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (% ages 15-24). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection through a mobile phone (% ages 15-24). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.1,2014 Variables,Global Findex,Used an account at a financial institution to pay for school fees (% age 15+) [w2],Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% age 15+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% age 15+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.3,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.8,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.9,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.2,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.5,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% age 25+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% age 25+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.6,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.10,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.7,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15172_3.4,2014 Variables,Global Findex,"Used an account at a financial institution to pay for school fees, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% ages 15-24). [w2: data are available for wave 2].,Denotes the percentage of respondents who report making a payment for school fees directly from an account at a bank or another type of financial institution in the past 12 months (% ages 15-24). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.1,2014 Variables,Global Findex,Used an account at a financial institution to pay utility bills (% age 15+) [w2],"Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.3,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.8,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.9,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.2,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.5,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% age 25+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% age 25+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.6,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.10,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.7,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14940_3.4,2014 Variables,Global Findex,"Used an account at a financial institution to pay utility bills, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% ages 15-24). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a payment in the past 12 months for water, electricity, or trash collection directly from an account at a bank or another type of financial institution (% ages 15-24). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.1,2014 Variables,Global Findex,Used an account to make a transaction through a mobile phone (% age 15+) [w2],"Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.3,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, female (% age 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.8,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.9,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.2,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, male (% age 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.5,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% age 25+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% age 25+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.6,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.10,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, rural (% age 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.7,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15161_1.4,2014 Variables,Global Findex,"Used an account to make a transaction through a mobile phone, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% ages 15-24). [w2: data are available for wave 2].","Denotes the percentage of respondents who report making a transaction with money from their account at a bank or another type of financial institution using a mobile phone in the past 12 months. This can include using a mobile phone to make payments, to make purchases, or to send or receive money (% ages 15-24). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.1,2014 Variables,Global Findex,Used an account to receive government transfers (% age 15+) [w2],"Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.3,2014 Variables,Global Findex,"Used an account to receive government transfers, female (% age 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.8,2014 Variables,Global Findex,"Used an account to receive government transfers, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.9,2014 Variables,Global Findex,"Used an account to receive government transfers, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.2,2014 Variables,Global Findex,"Used an account to receive government transfers, male (% age 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.5,2014 Variables,Global Findex,"Used an account to receive government transfers, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% age 25+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% age 25+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.6,2014 Variables,Global Findex,"Used an account to receive government transfers, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.10,2014 Variables,Global Findex,"Used an account to receive government transfers, rural (% age 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.7,2014 Variables,Global Findex,"Used an account to receive government transfers, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP15177_3.4,2014 Variables,Global Findex,"Used an account to receive government transfers, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% ages 15-24). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving any financial support from the government directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% ages 15-24). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14944_3.1,2014 Variables,Global Findex,Used an account to receive wages (% age 15+) [w2],"Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (% age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14944_3.3,2014 Variables,Global Findex,"Used an account to receive wages, female (% age 15+) [w2]","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14944_3.8,2014 Variables,Global Findex,"Used an account to receive wages, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14944_3.9,2014 Variables,Global Findex,"Used an account to receive wages, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14944_3.2,2014 Variables,Global Findex,"Used an account to receive wages, male (% age 15+) [w2]","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report receiving a salary or wages directly into an account at a bank or another type of financial institution, into a card, or through a mobile phone in the past 12 months (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
